x,y,walkable,tile_type,elevation
6,28,0,futureTileType,futureElevationLevel
6,29,0,futureTileType,futureElevationLevel
6,30,0,futureTileType,futureElevationLevel
6,31,0,futureTileType,futureElevationLevel
6,32,0,futureTileType,futureElevationLevel
6,33,0,futureTileType,futureElevationLevel
6,34,1,futureTileType,futureElevationLevel
6,35,0,futureTileType,futureElevationLevel
6,36,1,futureTileType,futureElevationLevel
6,37,1,futureTileType,futureElevationLevel
6,38,1,futureTileType,futureElevationLevel
6,39,0,futureTileType,futureElevationLevel
6,40,1,futureTileType,futureElevationLevel
6,41,1,futureTileType,futureElevationLevel
6,42,0,futureTileType,futureElevationLevel
6,43,1,futureTileType,futureElevationLevel
6,44,1,futureTileType,futureElevationLevel
6,45,0,futureTileType,futureElevationLevel
6,46,0,futureTileType,futureElevationLevel
6,47,0,futureTileType,futureElevationLevel
6,48,1,futureTileType,futureElevationLevel
6,49,0,futureTileType,futureElevationLevel
6,50,1,futureTileType,futureElevationLevel
6,51,0,futureTileType,futureElevationLevel
6,52,1,futureTileType,futureElevationLevel
6,53,0,futureTileType,futureElevationLevel
6,54,0,futureTileType,futureElevationLevel
6,55,0,futureTileType,futureElevationLevel
6,56,1,futureTileType,futureElevationLevel
6,57,0,futureTileType,futureElevationLevel
6,58,0,futureTileType,futureElevationLevel
6,59,1,futureTileType,futureElevationLevel
6,60,0,futureTileType,futureElevationLevel
6,61,0,futureTileType,futureElevationLevel
7,0,1,futureTileType,futureElevationLevel
7,1,0,futureTileType,futureElevationLevel
7,2,0,futureTileType,futureElevationLevel
7,3,0,futureTileType,futureElevationLevel
7,4,0,futureTileType,futureElevationLevel
7,5,0,futureTileType,futureElevationLevel
7,6,1,futureTileType,futureElevationLevel
7,7,0,futureTileType,futureElevationLevel
7,8,0,futureTileType,futureElevationLevel
7,9,0,futureTileType,futureElevationLevel
7,10,0,futureTileType,futureElevationLevel
7,11,0,futureTileType,futureElevationLevel
7,12,0,futureTileType,futureElevationLevel
7,13,0,futureTileType,futureElevationLevel
7,14,0,futureTileType,futureElevationLevel
7,15,1,futureTileType,futureElevationLevel
7,16,1,futureTileType,futureElevationLevel
7,17,1,futureTileType,futureElevationLevel
7,18,0,futureTileType,futureElevationLevel
7,19,0,futureTileType,futureElevationLevel
7,20,0,futureTileType,futureElevationLevel
7,21,1,futureTileType,futureElevationLevel
7,22,0,futureTileType,futureElevationLevel
7,23,0,futureTileType,futureElevationLevel
7,24,0,futureTileType,futureElevationLevel
7,25,0,futureTileType,futureElevationLevel
7,26,0,futureTileType,futureElevationLevel
7,27,0,futureTileType,futureElevationLevel
7,28,1,futureTileType,futureElevationLevel
7,29,0,futureTileType,futureElevationLevel
7,30,1,futureTileType,futureElevationLevel
7,31,0,futureTileType,futureElevationLevel
7,32,1,futureTileType,futureElevationLevel
7,33,0,futureTileType,futureElevationLevel
7,34,0,futureTileType,futureElevationLevel
7,35,1,futureTileType,futureElevationLevel
7,36,1,futureTileType,futureElevationLevel
7,37,0,futureTileType,futureElevationLevel
7,38,0,futureTileType,futureElevationLevel
7,39,1,futureTileType,futureElevationLevel
7,40,0,futureTileType,futureElevationLevel
7,41,1,futureTileType,futureElevationLevel
7,42,0,futureTileType,futureElevationLevel
7,43,0,futureTileType,futureElevationLevel
7,44,0,futureTileType,futureElevationLevel
7,45,1,futureTileType,futureElevationLevel
7,46,0,futureTileType,futureElevationLevel
7,47,0,futureTileType,futureElevationLevel
7,48,0,futureTileType,futureElevationLevel
7,49,0,futureTileType,futureElevationLevel
7,50,0,futureTileType,futureElevationLevel
7,51,0,futureTileType,futureElevationLevel
7,52,1,futureTileType,futureElevationLevel
7,53,1,futureTileType,futureElevationLevel
7,54,0,futureTileType,futureElevationLevel
7,55,1,futureTileType,futureElevationLevel
7,56,1,futureTileType,futureElevationLevel
7,57,1,futureTileType,futureElevationLevel
7,58,1,futureTileType,futureElevationLevel
7,59,0,futureTileType,futureElevationLevel
7,60,1,futureTileType,futureElevationLevel
7,61,0,futureTileType,futureElevationLevel
8,0,0,futureTileType,futureElevationLevel
8,1,0,futureTileType,futureElevationLevel
8,2,0,futureTileType,futureElevationLevel
8,3,1,futureTileType,futureElevationLevel
8,4,0,futureTileType,futureElevationLevel
8,5,0,futureTileType,futureElevationLevel
8,6,1,futureTileType,futureElevationLevel
8,7,1,futureTileType,futureElevationLevel
8,8,0,futureTileType,futureElevationLevel
8,9,1,futureTileType,futureElevationLevel
8,10,1,futureTileType,futureElevationLevel
8,11,0,futureTileType,futureElevationLevel
8,12,1,futureTileType,futureElevationLevel
8,13,0,futureTileType,futureElevationLevel
8,14,0,futureTileType,futureElevationLevel
8,15,1,futureTileType,futureElevationLevel
8,16,0,futureTileType,futureElevationLevel
8,17,1,futureTileType,futureElevationLevel
8,18,0,futureTileType,futureElevationLevel
8,19,0,futureTileType,futureElevationLevel
8,20,0,futureTileType,futureElevationLevel
8,21,0,futureTileType,futureElevationLevel
8,22,0,futureTileType,futureElevationLevel
8,23,0,futureTileType,futureElevationLevel
8,24,1,futureTileType,futureElevationLevel
8,25,1,futureTileType,futureElevationLevel
8,26,0,futureTileType,futureElevationLevel
8,27,0,futureTileType,futureElevationLevel
8,28,0,futureTileType,futureElevationLevel
8,29,1,futureTileType,futureElevationLevel
8,30,0,futureTileType,futureElevationLevel
8,31,1,futureTileType,futureElevationLevel
8,32,0,futureTileType,futureElevationLevel
8,33,0,futureTileType,futureElevationLevel
8,34,1,futureTileType,futureElevationLevel
8,35,0,futureTileType,futureElevationLevel
8,36,0,futureTileType,futureElevationLevel
8,37,1,futureTileType,futureElevationLevel
8,38,0,futureTileType,futureElevationLevel
8,39,1,futureTileType,futureElevationLevel
8,40,1,futureTileType,futureElevationLevel
8,41,0,futureTileType,futureElevationLevel
8,42,1,futureTileType,futureElevationLevel
8,43,0,futureTileType,futureElevationLevel
8,44,0,futureTileType,futureElevationLevel
8,45,1,futureTileType,futureElevationLevel
8,46,0,futureTileType,futureElevationLevel
8,47,0,futureTileType,futureElevationLevel
8,48,1,futureTileType,futureElevationLevel
8,49,0,futureTileType,futureElevationLevel
8,50,1,futureTileType,futureElevationLevel
8,51,1,futureTileType,futureElevationLevel
8,52,0,futureTileType,futureElevationLevel
8,53,0,futureTileType,futureElevationLevel
8,54,0,futureTileType,futureElevationLevel
8,55,0,futureTileType,futureElevationLevel
8,56,1,futureTileType,futureElevationLevel
8,57,0,futureTileType,futureElevationLevel
8,58,0,futureTileType,futureElevationLevel
8,59,1,futureTileType,futureElevationLevel
8,60,1,futureTileType,futureElevationLevel
8,61,0,futureTileType,futureElevationLevel
9,0,1,futureTileType,futureElevationLevel
9,1,0,futureTileType,futureElevationLevel
9,2,0,futureTileType,futureElevationLevel
9,3,0,futureTileType,futureElevationLevel
9,4,0,futureTileType,futureElevationLevel
9,5,0,futureTileType,futureElevationLevel
9,6,0,futureTileType,futureElevationLevel
9,7,1,futureTileType,futureElevationLevel
9,8,1,futureTileType,futureElevationLevel
9,9,1,futureTileType,futureElevationLevel
9,10,1,futureTileType,futureElevationLevel
9,11,0,futureTileType,futureElevationLevel
9,12,0,futureTileType,futureElevationLevel
9,13,0,futureTileType,futureElevationLevel
9,14,1,futureTileType,futureElevationLevel
9,15,0,futureTileType,futureElevationLevel
9,16,0,futureTileType,futureElevationLevel
9,17,0,futureTileType,futureElevationLevel
9,18,0,futureTileType,futureElevationLevel
9,19,0,futureTileType,futureElevationLevel
9,20,0,futureTileType,futureElevationLevel
9,21,0,futureTileType,futureElevationLevel
9,22,0,futureTileType,futureElevationLevel
9,23,0,futureTileType,futureElevationLevel
9,24,0,futureTileType,futureElevationLevel
9,25,0,futureTileType,futureElevationLevel
9,26,0,futureTileType,futureElevationLevel
9,27,0,futureTileType,futureElevationLevel
9,28,0,futureTileType,futureElevationLevel
9,29,0,futureTileType,futureElevationLevel
9,30,0,futureTileType,futureElevationLevel
9,31,0,futureTileType,futureElevationLevel
9,32,1,futureTileType,futureElevationLevel
9,33,0,futureTileType,futureElevationLevel
9,34,1,futureTileType,futureElevationLevel
9,35,0,futureTileType,futureElevationLevel
9,36,0,futureTileType,futureElevationLevel
9,37,0,futureTileType,futureElevationLevel
9,38,0,futureTileType,futureElevationLevel
9,39,0,futureTileType,futureElevationLevel
9,40,1,futureTileType,futureElevationLevel
9,41,0,futureTileType,futureElevationLevel
9,42,0,futureTileType,futureElevationLevel
9,43,1,futureTileType,futureElevationLevel
9,44,0,futureTileType,futureElevationLevel
9,45,0,futureTileType,futureElevationLevel
9,46,0,futureTileType,futureElevationLevel
9,47,1,futureTileType,futureElevationLevel
9,48,1,futureTileType,futureElevationLevel
9,49,0,futureTileType,futureElevationLevel
9,50,1,futureTileType,futureElevationLevel
9,51,0,futureTileType,futureElevationLevel
9,52,1,futureTileType,futureElevationLevel
9,53,0,futureTileType,futureElevationLevel
9,54,0,futureTileType,futureElevationLevel
9,55,0,futureTileType,futureElevationLevel
9,56,0,futureTileType,futureElevationLevel
9,57,1,futureTileType,futureElevationLevel
9,58,0,futureTileType,futureElevationLevel
9,59,0,futureTileType,futureElevationLevel
9,60,0,futureTileType,futureElevationLevel
9,61,0,futureTileType,futureElevationLevel
10,0,0,futureTileType,futureElevationLevel
10,1,0,futureTileType,futureElevationLevel
10,2,0,futureTileType,futureElevationLevel
10,3,1,futureTileType,futureElevationLevel
10,4,0,futureTileType,futureElevationLevel
10,5,0,futureTileType,futureElevationLevel
10,6,0,futureTileType,futureElevationLevel
10,7,1,futureTileType,futureElevationLevel
10,8,1,futureTileType,futureElevationLevel
10,9,0,futureTileType,futureElevationLevel
10,10,0,futureTileType,futureElevationLevel
10,11,0,futureTileType,futureElevationLevel
10,12,0,futureTileType,futureElevationLevel
10,13,0,futureTileType,futureElevationLevel
10,14,1,futureTileType,futureElevationLevel
10,15,0,futureTileType,futureElevationLevel
10,16,1,futureTileType,futureElevationLevel
10,17,0,futureTileType,futureElevationLevel
10,18,0,futureTileType,futureElevationLevel
10,19,0,futureTileType,futureElevationLevel
10,20,0,futureTileType,futureElevationLevel
10,21,0,futureTileType,futureElevationLevel
10,22,0,futureTileType,futureElevationLevel
10,23,1,futureTileType,futureElevationLevel
10,24,0,futureTileType,futureElevationLevel
10,25,0,futureTileType,futureElevationLevel
10,26,1,futureTileType,futureElevationLevel
10,27,1,futureTileType,futureElevationLevel
10,28,1,futureTileType,futureElevationLevel
10,29,0,futureTileType,futureElevationLevel
10,30,1,futureTileType,futureElevationLevel
10,31,0,futureTileType,futureElevationLevel
10,32,0,futureTileType,futureElevationLevel
10,33,0,futureTileType,futureElevationLevel
10,34,0,futureTileType,futureElevationLevel
10,35,0,futureTileType,futureElevationLevel
10,36,0,futureTileType,futureElevationLevel
10,37,0,futureTileType,futureElevationLevel
10,38,0,futureTileType,futureElevationLevel
10,39,0,futureTileType,futureElevationLevel
10,40,0,futureTileType,futureElevationLevel
10,41,0,futureTileType,futureElevationLevel
10,42,0,futureTileType,futureElevationLevel
10,43,1,futureTileType,futureElevationLevel
10,44,0,futureTileType,futureElevationLevel
